title,genres
Harsh Times,Action
Fast Food Nation,Drama
The Great Train Robbery,Crime
Tenacious D in The Pick of Destiny,Adventure
"Nativity Story, The",Drama
Blood Diamond,Action
Charlotte's Web,Children
Eragon,Action
Rocky Balboa,Action
Fur: An Imaginary Portrait of Diane Arbus,Drama
"Dam Busters, The",Action
Another Gay Movie,Comedy
"Painted Veil, The",Drama
We Are Marshall,Drama
"Good Shepherd, The",Drama
Dreamgirls,Drama
Freedom Writers,Drama
When the Levees Broke: A Requiem in Four Acts,Documentary
Inland Empire,Drama
"History Boys, The",Comedy
Notes on a Scandal,Drama
DOA: Dead or Alive,Action
Curse of the Golden Flower (Man cheng jin dai huang jin jia),Action
"Good German, The",Drama
Letters from Iwo Jima,Drama
Black Christmas,Action
Stomp the Yard,Drama
Miss Potter,Drama
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile),Comedy
Venus,Drama
The Return of Don Camillo,Comedy
The Little World of Don Camillo,Comedy
Primeval,Horror
Alpha Dog,Crime
"Hitcher, The",Action
After the Wedding (Efter brylluppet),Drama
Bridge to Terabithia,Adventure
Beer League,Comedy
Dead Meat,Horror
49 Up,Documentary
Waitress,Comedy
Seven Up!,Documentary
Catch and Release,Comedy
Smokin' Aces,Action
Blood and Chocolate,Drama
Epic Movie,Adventure
"Messengers, The",Drama
Because I Said So,Comedy
Hannibal Rising,Drama
Norbit,Comedy
"Boss of It All, The (Direktøren for det hele)",Comedy
Cocaine Cowboys,Documentary
Ratatouille,Animation
"Paris, I Love You (Paris, je t'aime)",Romance
"Astronaut Farmer, The",Drama
"Wake Up, Ron Burgundy",Comedy
It's a Boy Girl Thing,Comedy
"Ugly Duckling and Me!, The",Animation
The Odyssey,Adventure
Unknown,Drama
Ghost Rider,Action
Breach,Drama
Tyler Perry's Daddy's Little Girls,Comedy
Music and Lyrics,Comedy
"Number 23, The",Drama
Reno 911!: Miami,Comedy
Black Snake Moan,Drama
My Father and My Son (Babam ve oglum),Drama
Factory Girl,Drama
Hot Fuzz,Action
Golden Door (Nuovomondo),Adventure
Citizen X,Crime
Next,Action
Amazing Grace,Drama
2001 Maniacs,Comedy
Zodiac,Crime
Pusher III: I'm the Angel of Death,Action
Babylon 5: The Gathering,Sci-Fi
Meshes of the Afternoon,Fantasy
Wild Hogs,Adventure
300,Action
"Abandoned, The",Horror
Starter for 10,Drama
"Last Mimzy, The",Adventure
Priceless (Hors de prix),Comedy
"Host, The (Gwoemul)",Comedy
Becoming Jane,Drama
"Namesake, The",Drama
I Think I Love My Wife,Comedy
Premonition,Drama
Dead Silence,Horror
Reign Over Me,Drama
Pride,Drama
Shooter,Action
"Hills Have Eyes II, The",Horror
TMNT (Teenage Mutant Ninja Turtles),Action
Black Book (Zwartboek),Drama
"Lookout, The",Crime
Blades of Glory,Comedy
Are We Done Yet?,Comedy
Grindhouse,Action
"Reaping, The",Horror
Meet the Robinsons,Action
American Hardcore,Documentary
Inglorious Bastards (Quel maledetto treno blindato),Action
Sunshine,Adventure
"Hoax, The",Crime
How the Grinch Stole Christmas!,Animation
Disturbia,Drama
Aqua Teen Hunger Force Colon Movie Film for Theaters,Action
"Vie en Rose, La (Môme, La)",Drama
Fracture,Crime
Vacancy,Horror
In the Land of Women,Comedy
Mr. Bean's Holiday,Comedy
"Invisible, The",Crime
Kickin It Old Skool,Comedy
Spider-Man 3,Action
Lucky You,Comedy
It's a Very Merry Muppet Christmas Movie,Children
21 Up,Documentary
Sharkwater,Documentary
Maniac Cop,Action
"Ex, The",Comedy
Paprika (Papurika),Animation
Day Watch (Dnevnoy dozor),Action
This Is England,Drama
Away from Her,Drama
Knocked Up,Comedy
Hairspray,Comedy
28 Weeks Later,Horror
Wheels on Meals (Kuai can che),Action
Jonestown: The Life and Death of Peoples Temple,Documentary
Shrek the Third,Adventure
Once,Drama
Pirates of the Caribbean: At World's End,Action
Bug,Drama
Mr. Brooks,Crime
"Librarian: Return to King Solomon's Mines, The",Action
"Librarian: Quest for the Spear, The",Action
Fay Grim,Action
"I'm a Cyborg, But That's OK (Saibogujiman kwenchana)",Comedy
"Breed, The",Horror
Cashback,Comedy
Ocean's Thirteen,Crime
Them (Ils),Horror
Sun Alley (Sonnenallee),Comedy
Hostel: Part II,Crime
Paranoid Park,Crime
"Legend of Sleepy Hollow, The",Comedy
Starcrash (a.k.a. Star Crash),Action
Surf's Up,Animation
Fantastic Four: Rise of the Silver Surfer,Action
Nancy Drew,Adventure
Fido,Comedy
Death Proof,Action
Rescue Dawn,Action
"TV Set, The",Comedy
"Valet, The (La doublure)",Comedy
Bring It On: All or Nothing,Comedy
"Power of Nightmares, The: The Rise of the Politics of Fear",Documentary
Sicko,Documentary
"Mighty Heart, A",Drama
1408,Drama
Death at a Funeral,Comedy
Live Free or Die Hard,Action
License to Wed,Comedy
Evan Almighty,Comedy
Transformers,Action
Harry Potter and the Order of the Phoenix,Adventure
I Now Pronounce You Chuck and Larry,Comedy
First Snow,Drama
Broken Arrow,Drama
Manufactured Landscapes,Documentary
Across the Universe,Drama
Hot Rod,Comedy
Stardust,Adventure
"Simpsons Movie, The",Animation
I Know Who Killed Me,Crime
No Reservations,Comedy
Charlie Bartlett,Comedy
"Bourne Ultimatum, The",Action
China Blue,Documentary
Tell No One (Ne le dis à personne),Crime
Superbad,Comedy
"Brice Man, The (Brice de Nice)",Comedy
Rush Hour 3,Action
"Last Legion, The",Action
Balls of Fury,Comedy
Sydney White,Comedy
"Kingdom, The",Action
Rocket Science,Comedy
Daddy Day Camp,Children
"Invasion, The",Action
"Nanny Diaries, The",Comedy
Halloween,Horror
Death Sentence,Drama
2 Days in Paris,Comedy
"King of Kong, The",Documentary
Taxi 4,Action
Behind the Mask: The Rise of Leslie Vernon,Comedy
"Brothers Solomon, The",Comedy
"Nines, The",Drama
Planet Terror,Action
3:10 to Yuma,Action
Shoot 'Em Up,Action
"Ten, The",Comedy
Gotti,Crime
Atonement,Drama
Electroma,Drama
Requiem,Drama
"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",Drama
No End in Sight,Documentary
"Brave One, The",Crime
In the Valley of Elah,Drama
December Boys,Drama
Shanghai Kiss,Comedy
"Hunting Party, The",Action
Eastern Promises,Crime
"Unreasonable Man, An",Documentary
Tekkonkinkreet (Tekkon kinkurîto),Action
Love and Other Disasters,Comedy
Interview,Drama
Cashback,Comedy
Resident Evil: Extinction,Action
Mr. Woodcock,Comedy
Good Luck Chuck,Comedy
Into the Wild,Action
"Game Plan, The",Comedy
"Lust, Caution (Se, jie)",Drama
"Seeker: The Dark Is Rising, The",Action
"Heartbreak Kid, The",Comedy
Dan in Real Life,Comedy
"Darjeeling Limited, The",Adventure
We Own the Night,Crime
Elizabeth: The Golden Age,Drama
Michael Clayton,Drama
Sleuth,Drama
Lars and the Real Girl,Comedy
30 Days of Night,Horror
Gone Baby Gone,Crime
"Comebacks, The",Comedy
Weirdsville,Comedy
"Assassination of Jesse James by the Coward Robert Ford, The",Crime
10th & Wolf,Crime
Persepolis,Animation
Control,Drama
The Jane Austen Book Club,Comedy
"Last Winter, The",Horror
Black Sheep,Comedy
"Edge of Heaven, The (Auf der anderen Seite)",Drama
Saw IV,Crime
For the Bible Tells Me So,Documentary
My Kid Could Paint That,Documentary
Elite Squad (Tropa de Elite),Action
King of California,Comedy
American Gangster,Crime
Bee Movie,Animation
Before the Devil Knows You're Dead,Crime
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)",Drama
No Country for Old Men,Crime
Be Kind Rewind,Comedy
Itty Bitty Titty Committee,Comedy
"Fugitive, The",Drama
August Rush,Drama
"Man from Earth, The",Drama
Lions For Lambs,Drama
Beowulf,Action
Southland Tales,Comedy
"Evening with Kevin Smith 2: Evening Harder, An",Comedy
Harrison Bergeron,Drama
I Served the King of England (Obsluhoval jsem anglického krále),Comedy
"Mist, The",Horror
Enchanted,Adventure
Hitman,Action
Awake,Drama
"Golden Compass, The",Adventure
I Am Legend,Action
Alvin and the Chipmunks,Children
Futurama: Bender's Big Score,Animation
Margot at the Wedding,Drama
I'm Not There,Drama
"Savages, The",Comedy
Wrong Turn 2: Dead End,Action
"Orphanage, The (Orfanato, El)",Drama
Juno,Comedy
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",Documentary
My Blueberry Nights,Drama
Helvetica,Documentary
"Bucket List, The",Comedy
"Kite Runner, The",Drama
"Deaths of Ian Stone, The",Horror
Wristcutters: A Love Story,Drama
Sweeney Todd: The Demon Barber of Fleet Street,Drama
National Treasure: Book of Secrets,Action
There Will Be Blood,Drama
Charlie Wilson's War,Comedy
AVPR: Aliens vs. Predator - Requiem,Action
Walk Hard: The Dewey Cox Story,Comedy
As You Like It,Comedy
Drained (O cheiro do Ralo),Comedy
Dedication,Comedy
"Water Horse: Legend of the Deep, The",Adventure
Battlestar Galactica: Razor,Action
P.S. I Love You,Comedy
27 Dresses,Comedy
Cassandra's Dream,Crime
Like Stars on Earth (Taare Zameen Par),Drama
"Band's Visit, The (Bikur Ha-Tizmoret)",Comedy
[REC],Drama
In the Name of the King: A Dungeon Siege Tale,Action
Cloverfield,Action
Hatchet,Comedy
Heaven and Earth (Ten to Chi to),Action
Cat Soup (Nekojiru-so),Adventure
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo)",Animation
First Sunday,Comedy
Untraceable,Crime
Rambo (Rambo 4),Action
Meet the Spartans,Comedy
Strange Wilderness,Comedy
"Signal, The",Horror
Hellboy II: The Golden Army,Action
In Bruges,Comedy
World on a Wire (Welt am Draht),Crime
Rise of the Footsoldier,Action
Teeth,Comedy
Fool's Gold,Action
Jumper,Action
"Definitely, Maybe",Comedy
"Air I Breathe, The",Crime
Vantage Point,Action
"Spiderwick Chronicles, The",Adventure
Step Up 2 the Streets,Drama
"Other Boleyn Girl, The",Drama
Semi-Pro,Comedy
Run Fatboy Run,Comedy
Taxi to the Dark Side,Documentary
Descent,Drama
College Road Trip,Comedy
"10,000 BC",Adventure
"Bank Job, The",Action
Doomsday,Action
Horton Hears a Who!,Adventure
Funny Games U.S.,Drama
"Counterfeiters, The (Die Fälscher)",Crime
Mongol,Drama
War Dance,Documentary
"Love Guru, The",Comedy
Diary of the Dead,Horror
Penelope,Comedy
City of Men (Cidade dos Homens),Drama
Zeitgeist: The Movie,Documentary
Justice League: The New Frontier,Action
Heima,Documentary
Snow Angels,Drama
"Class, The (Klass)",Drama
"Dark Knight, The",Action
Never Back Down,Action
Drillbit Taylor,Comedy
Youth Without Youth,Drama
21,Crime
Smart People,Comedy
"Shepherd: Border Patrol, The",Action
Leatherheads,Comedy
Assembly (Ji jie hao),Action
Zebraman,Comedy
Stop-Loss,Drama
Shine a Light,Documentary
Inside (À l'intérieur),Horror
Nim's Island,Adventure
"Ruins, The",Horror
Forgetting Sarah Marshall,Comedy
Superhero Movie,Action
Street Kings,Crime
"Visitor, The",Drama
Harold & Kumar Escape from Guantanamo Bay,Adventure
99 francs,Comedy
Speed Racer,Action
"Forbidden Kingdom, The",Action
Happy-Go-Lucky,Comedy
Religulous,Comedy
Outpost,Action
Are You Scared?,Horror
Son of Rambow,Children
Super High Me,Comedy
Outsourced,Comedy
Baby Mama,Comedy
Expelled: No Intelligence Allowed,Documentary
Prom Night,Horror
Iron Man,Action
Made of Honor,Comedy
Redbelt,Action
Taken,Action
"Fall, The",Adventure
What Happens in Vegas...,Comedy
American Pie Presents Beta House (American Pie 6: Beta House),Comedy
Bella,Drama
"Chronicles of Narnia: Prince Caspian, The",Adventure
Shelter,Drama
"Girl Next Door, The",Crime
Indiana Jones and the Kingdom of the Crystal Skull,Action
Nina's Heavenly Delights,Comedy
Sex and the City,Comedy
"Strangers, The",Horror
"Bigger, Stronger, Faster*",Documentary
All the Boys Love Mandy Lane,Horror
Kung Fu Panda,Action
Recount,Drama
Ex Drummer,Comedy
You Don't Mess with the Zohan,Comedy
Stuck,Horror
"Protector, The",Action
Chaos Theory,Comedy
Boy A,Crime
Spiral,Drama
"Happening, The",Drama
"Incredible Hulk, The",Action
"Children of Huang Shi, The",Drama
WALL·E,Adventure
Wanted,Action
Hancock,Action
Get Smart,Action
Young People Fucking (a.k.a. YPF),Comedy
St. Trinian's,Children
Futurama: The Beast with a Billion Backs,Action
Kit Kittredge: An American Girl,Children
Gonzo: The Life and Work of Dr. Hunter S. Thompson,Documentary
"Wackness, The",Comedy
Strange Circus (Kimyô na sâkasu),Horror
Encounters at the End of the World,Documentary
Zombie Strippers!,Comedy
Frosty the Snowman,Animation
Battle for Haditha,War
Mamma Mia!,Comedy
Welcome to the Sticks (Bienvenue chez les Ch'tis),Comedy
Rogue,Action
"It's the Great Pumpkin, Charlie Brown",Animation
Journey to the Center of the Earth,Action
Meet Dave,Adventure
"Machine Girl, The (Kataude mashin gâru)",Action
Shrooms,Horror
Transsiberian,Crime
Stargate: Continuum,Sci-Fi
Watchmen,Action
Shotgun Stories,Drama
Watching the Detectives,Comedy
Felon,Crime
Step Brothers,Comedy
"X-Files: I Want to Believe, The",Drama
Man on Wire,Documentary
"Little Drummer Boy, The",Animation
Hogfather (Terry Pratchett's Hogfather),Adventure
Pathology,Crime
"Tracey Fragments, The",Drama
"Zone, The (La Zona)",Drama
"Edge of Love, The",Drama
Heart of a Dog (Sobachye serdtse),Comedy
"Mummy: Tomb of the Dragon Emperor, The",Action
"Midnight Meat Train, The",Horror
Frozen River,Drama
Vicky Cristina Barcelona,Comedy
Batman: Gotham Knight,Action
"Walker, The",Drama
Pineapple Express,Action
Red Cliff (Chi bi),Action
"Sisterhood of the Traveling Pants 2, The",Adventure
Hell Ride,Action
High School Musical 2,Comedy
Tropic Thunder,Action
Star Wars: The Clone Wars,Action
Henry Poole is Here,Drama
Mutant Chronicles,Action
Waltz with Bashir (Vals im Bashir),Animation
Let the Right One In (Låt den rätte komma in),Drama
Hamlet 2,Comedy
Death Race,Action
"House Bunny, The",Comedy
"Rocker, The",Comedy
I.O.U.S.A. (a.k.a. IOUSA),Documentary
Mirrors,Horror
Sukiyaki Western Django,Action
Somers Town,Drama
Burn After Reading,Comedy
Disaster Movie,Comedy
Babylon A.D.,Action
Traitor,Crime
"Onion Movie, The",Comedy
"Spirit, The",Action
John Adams,Drama
Bangkok Dangerous,Action
Sunflower (Xiang ri kui),Drama
Altered,Horror
Righteous Kill,Crime
Lakeview Terrace,Drama
Ghost Town,Comedy
"Crow, The: Wicked Prayer",Action
Appaloosa,Western
Dead Fury,Action
Eagle Eye,Action
How to Lose Friends & Alienate People,Comedy
Nick and Norah's Infinite Playlist,Comedy
"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto)",Drama
Gomorrah (Gomorra),Crime
"Duchess, The",Drama
Alone in the Dark II,Action
FLCL,Animation
Rachel Getting Married,Drama
Body of Lies,Action
City of Ember,Adventure
"20,000 Leagues Under the Sea",Action
Max Payne,Action
Zack and Miri Make a Porno,Comedy
W.,Drama
My Best Friend's Girl,Comedy
"Synecdoche, New York",Comedy
"Secret Life of Bees, The",Drama
"American Carol, An",Comedy
"Wave, The (Welle, Die)",Drama
Tokyo-Ga,Documentary
"Angus, Thongs and Perfect Snogging",Comedy
Pride and Glory,Crime
"Express, The",Drama
Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,Sci-Fi
Babylon 5: The Lost Tales - Voices in the Dark,Sci-Fi
RocknRolla,Action
Futurama: Bender's Game,Action
Tin Man,Adventure
Madagascar: Escape 2 Africa,Action
Blindness,Drama
Changeling,Crime
"Road, The",Adventure
Slumdog Millionaire,Crime
Quantum of Solace,Action
Role Models,Comedy
Tokyo!,Drama
JCVD,Action
Cinderella,Children
Crows Zero (Kurôzu zero),Action
Krabat,Drama
Camp Rock,Comedy
Farscape: The Peacekeeper Wars,Action
Saw V,Crime
Sex Drive,Comedy
The Island,Drama
Beverly Hills Chihuahua,Adventure
Tattooed Life (Irezumi ichidai),Crime
"Class, The (Entre les murs)",Drama
Splinter,Action
Australia,Adventure
Bolt,Action
Milk,Drama
Twilight,Drama
"Children, The",Horror
Transporter 3,Action
Four Christmases,Comedy
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",Drama
Fireproof,Drama
Igor,Animation
Dinotopia,Adventure
Hunger,Drama
Punisher: War Zone,Action
Shrek the Halls,Adventure
"Pervert's Guide to Cinema, The",Documentary
Wallace and Gromit in 'A Matter of Loaf and Death',Animation
"Day the Earth Stood Still, The",Drama
Che: Part One,Drama
Che: Part Two,Drama
Doubt,Drama
Gran Torino,Crime
Frost/Nixon,Drama
"Reader, The",Drama
Sword of the Stranger (Sutorejia: Mukô hadan),Action
Seven Pounds,Drama
"Wrestler, The",Drama
"Curious Case of Benjamin Button, The",Drama
Yes Man,Comedy
Valkyrie,Drama
5 Centimeters per Second (Byôsoku 5 senchimêtoru),Animation
War of the Worlds,Action
Ben X,Drama
Bedtime Stories,Adventure
Choke,Comedy
Revolutionary Road,Drama
Blackadder Back & Forth,Comedy
Blackadder's Christmas Carol,Comedy
Dear Zachary: A Letter to a Son About His Father,Documentary
Wild Child,Drama
Defiance,Drama
Zeitgeist: Addendum,Documentary
Marley & Me,Comedy
Ponyo (Gake no ue no Ponyo),Adventure
"General Died at Dawn, The",Adventure
Earthsea (Legend of Earthsea),Adventure
Ip Man,Action
"Tale of Despereaux, The",Adventure
Bride Wars,Comedy
"Gamers, The: Dorkness Rising",Action
Mesrine: Killer Instinct (L'instinct de mort),Action
My Bloody Valentine 3-D,Horror
Battle in Seattle,Action
"Timecrimes (Cronocrímenes, Los)",Sci-Fi
Fire and Ice,Adventure
Underworld: Rise of the Lycans,Action
Inkheart,Adventure
Revenge of the Nerds III: The Next Generation,Comedy
Revenge of the Nerds IV: Nerds in Love,Comedy
Paul Blart: Mall Cop,Action
Notorious,Drama
"Uninvited, The",Drama
Outlander,Action
Eden Lake,Horror
Coraline,Animation
Push,Sci-Fi
"International, The",Drama
He's Just Not That Into You,Comedy
Dead Like Me: Life After Death,Comedy
Futurama: Into the Wild Green Yonder,Action
Frontière(s),Drama
"11th Hour, The",Documentary
Afro Samurai: Resurrection,Animation
Departures (Okuribito),Drama
My Name Is Bruce,Comedy
Funny People,Comedy
Berlin Calling,Comedy
Nuremberg,Drama
Away We Go,Comedy
"Divo, Il",Drama
Friday the 13th,Horror
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",Action
"Pink Panther 2, The",Adventure
Rock-A-Doodle,Adventure
Dr. Horrible's Sing-Along Blog,Comedy
"Cottage, The",Comedy
"I Love You, Man",Comedy
Dance of the Dead,Adventure
"Haunting in Connecticut, The",Horror
Duplicity,Crime
Knowing,Action
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",Crime
Sunshine Cleaning,Comedy
Kung Fu Panda: Secrets of the Furious Five,Action
Echelon Conspiracy,Action
Monsters vs. Aliens,Animation
"Baader Meinhof Komplex, Der",Action
Big Stan,Comedy
Strictly Sexual,Comedy
Anvil! The Story of Anvil,Documentary
Observe and Report,Action
Adventureland,Comedy
Confessions of a Shopaholic,Comedy
The Butterfly Effect 3: Revelations,Drama
Man on the Flying Trapeze,Comedy
"Fast & Furious (Fast and the Furious 4, The)",Action
In the Loop,Comedy
Pirate Radio,Comedy
17 Again,Comedy
Inglourious Basterds,Action
State of Play,Crime
"Damned United, The",Drama
Crank: High Voltage,Action
Moon,Drama
"Young Victoria, The",Drama
X-Men Origins: Wolverine,Action
Sin Nombre,Crime
Star Trek,Action
"Great Buck Howard, The",Comedy
Flatfoot on the Nile (Piedone d'Egitto),Action
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),Action
Earth,Documentary
Stanley Kubrick: A Life in Pictures,Documentary
Crossing Over,Drama
Angels & Demons,Crime
Scorpio,Action
Balls Out: Gary the Tennis Coach,Comedy
Powder Blue,Drama
Fanboys,Adventure
Terminator Salvation,Action
Night at the Museum: Battle of the Smithsonian,Action
Were the World Mine,Adventure
"Brothers Bloom, The",Adventure
Paisan (Paisà),Drama
I Do: How to Get Married and Stay Single (Prête-moi ta main),Comedy
"Soloist, The",Drama
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Action
Drag Me to Hell,Comedy
Up,Adventure
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),Action
Fired Up,Comedy
In the Electric Mist,Drama
